round,client_id,class,feature,class_shap_value
1,5,DOS,ARP,4.028236461905976e-06
1,5,DOS,ICMP,0.006813926034897122
1,5,DOS,IGMP,0.0
1,5,DOS,IPv,4.956319398985443e-06
1,5,DOS,LLC,1.1644397072529956e-05
1,5,DOS,Tot sum,0.0946799880824983
1,5,DOS,Min,0.0
1,5,DOS,Max,0.0026141850801650436
1,5,DOS,AVG,0.008086881623603404
1,5,DOS,Std,0.009625106444582343
1,5,DOS,Tot size,0.0071992711164057255
1,5,DOS,IAT,0.002783453854135587
1,5,DOS,Number,0.0
1,5,DOS,Variance,0.1296847615391016
1,1,MIRAI,Header_Length,5.5830784924637554e-05
1,1,MIRAI,Protocol Type,7.518623800706337e-05
1,1,MIRAI,Time_To_Live,3.901783429682837e-05
1,1,MIRAI,Rate,5.138107273978676e-05
1,1,MIRAI,fin_flag_number,6.7583967755524554e-06
1,1,MIRAI,syn_flag_number,0.001115708908855595
1,1,MIRAI,rst_flag_number,6.1997067803076785e-06
1,1,MIRAI,psh_flag_number,9.294906767820521e-06
1,1,MIRAI,ack_flag_number,0.0017446033953547157
1,1,MIRAI,ece_flag_number,0.0
1,1,MIRAI,cwr_flag_number,0.0
1,1,MIRAI,ack_count,0.0018253969491524914
1,1,MIRAI,syn_count,0.0006793161825953576
1,1,MIRAI,fin_count,0.002116851701794076
1,1,MIRAI,rst_count,0.0011768154659876017
1,1,MIRAI,HTTP,4.901493532827317e-06
1,1,MIRAI,HTTPS,8.378790778973411e-08
1,1,MIRAI,DNS,4.200368302065271e-08
